"12bg -- Employment and hours worked by area, annually, 2000-2021*",,,,,,,,,
,,,,,,,,,
Area,Transaction,Industry,Sector,2015 Original series,2016 Original series,2017 Original series,2018 Original series,2019 Original series,2020 Original series
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)",G-T Services (45-98),S1 Total economy,122.819,123.109,123.465,127.66,131.698,132.167
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,16.833,16.88,16.663,16.688,16.615,16.218
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)",H Transportation and storage (49-53),S1 Total economy,8.882,9.09,9.203,9.208,9.547,8.967
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)",I Accommodation and food service activities (55-56),S1 Total economy,5.253,5.531,5.501,5.515,5.724,5.36
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)",J Information and communication (58-63),S1 Total economy,6.817,7.324,7.836,8.223,8.294,8.389
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)",K Financial and insurance activities (64-66),S1 Total economy,2.216,2.251,2.088,2.109,2.394,2.625
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,21.704,20.969,22.385,24.025,24.629,24.068
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683 Other real estate activities",S1 Total economy,...,...,...,...,...,...
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.4,0.278,0.289,0.315,0.342,0.397
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)","M Professional, scientific and technical activities (69-75)",S1 Total economy,...,...,...,...,...,...
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)",N Administrative and support service activities (77-82),S1 Total economy,...,...,...,...,...,...
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)",O Public administration and defence; compulsory social security (84),S1 Total economy,9.415,9.115,8.377,9.309,8.938,9.561
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)",P Education (85),S1 Total economy,13.078,12.649,11.935,11.528,13.018,13.689
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)",Q Human health and social work activities (86-88),S1 Total economy,29.97,30.978,31.236,32.81,34.175,35.001
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)","R, S Other service activities (90-96)",S1 Total economy,7.146,7.106,7.009,6.965,7.103,6.781
SK171 Oulu,"E2 Hours worked, domestic (1 000 000 h)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,1.104,0.938,0.943,0.965,0.922,1.111
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,1.116,1.024,0.997,1.015,0.993,0.97
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","01 Crop and animal production, hunting and related service activities",S1 Total economy,0.574,0.489,0.473,0.454,0.434,0.431
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","02, 03 Forestry; Fishing",S1 Total economy,0.541,0.535,0.524,0.56,0.558,0.539
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",B-F Secondary production (05-43),S1 Total economy,1.678,1.63,1.676,1.681,1.766,1.803
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",B Mining and quarrying (05-09),S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",10-12 Food industry etc.,S1 Total economy,0.119,0.122,0.108,0.101,0.104,0.127
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","13-15 Textile, clothing and leather industry",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,0.444,0.368,0.378,0.361,0.382,0.364
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","17, 18 Paper industry; Printing",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",19-22 Chemical industry,S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",23 Manufacture of other non-metallic mineral products,S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",24-30 Metal industry,S1 Total economy,0.092,0.054,0.053,0.049,0.054,0.069
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","29, 30 Manufacture of transport equipment",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,0.412,0.409,0.411,0.417,0.434,0.451
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",F Construction (41-43),S1 Total economy,0.611,0.677,0.726,0.754,0.792,0.791
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",G-T Services (45-98),S1 Total economy,4.858,4.852,4.778,4.973,4.929,4.843
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,0.673,0.708,0.654,0.664,0.685,0.647
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",H Transportation and storage (49-53),S1 Total economy,0.452,0.454,0.44,0.418,0.425,0.46
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",I Accommodation and food service activities (55-56),S1 Total economy,0.26,0.262,0.26,0.297,0.283,0.259
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",J Information and communication (58-63),S1 Total economy,0.042,0.042,0.034,0.026,0.031,0.02
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",K Financial and insurance activities (64-66),S1 Total economy,0.056,0.054,0.044,0.02,0.038,0.033
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,0.339,0.375,0.333,0.353,0.344,0.341
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","681, 68209, 683 Other real estate activities",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.008,0.003,0.003,0.005,0.005,0.008
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","M Professional, scientific and technical activities (69-75)",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",N Administrative and support service activities (77-82),S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",O Public administration and defence; compulsory social security (84),S1 Total economy,0.531,0.56,0.594,0.605,0.563,0.582
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",P Education (85),S1 Total economy,0.527,0.514,0.457,0.477,0.474,0.493
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",Q Human health and social work activities (86-88),S1 Total economy,1.555,1.487,1.563,1.664,1.653,1.551
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)","R, S Other service activities (90-96)",S1 Total economy,0.284,0.278,0.28,0.316,0.314,0.312
SK173 Oulunkaari,"E1 Employment, domestic (1 000 persons)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,0.132,0.114,0.115,0.128,0.115,0.136
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,2.743,2.556,2.43,2.493,2.416,2.387
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","01 Crop and animal production, hunting and related service activities",S1 Total economy,1.377,1.218,1.176,1.156,1.125,1.124
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","02, 03 Forestry; Fishing",S1 Total economy,1.365,1.338,1.255,1.337,1.291,1.263
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",B-F Secondary production (05-43),S1 Total economy,3.101,3.031,3.019,3.165,3.304,3.34
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",B Mining and quarrying (05-09),S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",10-12 Food industry etc.,S1 Total economy,0.186,0.18,0.159,0.146,0.152,0.178
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","13-15 Textile, clothing and leather industry",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,0.63,0.582,0.569,0.588,0.588,0.589
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","17, 18 Paper industry; Printing",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",19-22 Chemical industry,S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",23 Manufacture of other non-metallic mineral products,S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",24-30 Metal industry,S1 Total economy,0.161,0.084,0.079,0.077,0.081,0.102
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","29, 30 Manufacture of transport equipment",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,0.634,0.63,0.649,0.64,0.711,0.694
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",F Construction (41-43),S1 Total economy,1.49,1.555,1.564,1.714,1.772,1.777
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",G-T Services (45-98),S1 Total economy,7.473,7.46,7.356,7.732,7.618,7.243
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,1.042,1.1,1.042,1.044,1.069,0.981
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",H Transportation and storage (49-53),S1 Total economy,0.823,0.84,0.813,0.768,0.77,0.814
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",I Accommodation and food service activities (55-56),S1 Total economy,0.443,0.462,0.446,0.502,0.473,0.41
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",J Information and communication (58-63),S1 Total economy,0.073,0.076,0.059,0.047,0.052,0.036
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",K Financial and insurance activities (64-66),S1 Total economy,0.088,0.083,0.068,0.044,0.06,0.05
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,0.543,0.59,0.54,0.571,0.525,0.527
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683 Other real estate activities",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.014,0.006,0.006,0.008,0.009,0.013
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","M Professional, scientific and technical activities (69-75)",S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",N Administrative and support service activities (77-82),S1 Total economy,...,...,...,...,...,...
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",O Public administration and defence; compulsory social security (84),S1 Total economy,0.8,0.83,0.886,0.9,0.851,0.743
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",P Education (85),S1 Total economy,0.737,0.717,0.644,0.665,0.675,0.703
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",Q Human health and social work activities (86-88),S1 Total economy,2.315,2.228,2.33,2.539,2.527,2.331
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)","R, S Other service activities (90-96)",S1 Total economy,0.411,0.37,0.363,0.468,0.452,0.453
SK173 Oulunkaari,"E2 Hours worked, domestic (1 000 000 h)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,0.182,0.157,0.158,0.177,0.154,0.18
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,0.864,0.814,0.824,0.759,0.778,0.772
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","01 Crop and animal production, hunting and related service activities",S1 Total economy,0.711,0.66,0.663,0.588,0.601,0.595
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","02, 03 Forestry; Fishing",S1 Total economy,0.153,0.155,0.161,0.171,0.177,0.177
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",B-F Secondary production (05-43),S1 Total economy,6.04,5.965,6.11,6.014,5.81,5.723
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",B Mining and quarrying (05-09),S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",10-12 Food industry etc.,S1 Total economy,0.159,0.177,0.152,0.171,0.179,0.159
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","13-15 Textile, clothing and leather industry",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,0.193,0.224,0.254,0.314,0.272,0.284
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","17, 18 Paper industry; Printing",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",19-22 Chemical industry,S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",23 Manufacture of other non-metallic mineral products,S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",24-30 Metal industry,S1 Total economy,3.886,3.744,3.768,3.722,3.64,3.576
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","29, 30 Manufacture of transport equipment",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,0.778,0.694,0.709,0.714,0.752,0.728
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",F Construction (41-43),S1 Total economy,1.023,1.125,1.226,1.092,0.966,0.975
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",G-T Services (45-98),S1 Total economy,7.544,7.529,7.244,7.384,7.497,7.149
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,1.223,1.172,1.155,1.072,1.125,1.066
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",H Transportation and storage (49-53),S1 Total economy,0.704,0.687,0.68,0.714,0.708,0.743
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",I Accommodation and food service activities (55-56),S1 Total economy,0.296,0.288,0.298,0.304,0.312,0.277
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",J Information and communication (58-63),S1 Total economy,0.148,0.127,0.126,0.131,0.11,0.116
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",K Financial and insurance activities (64-66),S1 Total economy,0.126,0.114,0.111,0.08,0.098,0.095
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,0.876,0.94,0.858,0.938,0.984,0.971
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","681, 68209, 683 Other real estate activities",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.012,0.018,0.017,0.02,0.019,0.016
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","M Professional, scientific and technical activities (69-75)",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",N Administrative and support service activities (77-82),S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",O Public administration and defence; compulsory social security (84),S1 Total economy,0.597,0.603,0.607,0.618,0.644,0.576
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",P Education (85),S1 Total economy,0.956,0.885,0.829,0.846,0.884,0.831
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",Q Human health and social work activities (86-88),S1 Total economy,2.038,2.083,1.992,2.088,2.053,1.907
SK174 Raahe,"E1 Employment, domestic (1 000 persons)","R, S Other service activities (90-96)",S1 Total economy,0.5,0.518,0.475,0.494,0.493,0.474
SK174 Raahe,"E1 Employment, domestic (1 000 persons)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,0.068,0.095,0.096,0.079,0.065,0.078
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,1.782,1.688,1.72,1.611,1.606,1.625
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","01 Crop and animal production, hunting and related service activities",S1 Total economy,1.38,1.282,1.28,1.171,1.195,1.186
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","02, 03 Forestry; Fishing",S1 Total economy,0.402,0.406,0.44,0.441,0.411,0.438
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",B-F Secondary production (05-43),S1 Total economy,9.874,9.362,9.585,9.455,9.202,8.583
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",B Mining and quarrying (05-09),S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",10-12 Food industry etc.,S1 Total economy,0.237,0.247,0.218,0.253,0.262,0.233
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","13-15 Textile, clothing and leather industry",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,0.286,0.328,0.401,0.481,0.415,0.438
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","17, 18 Paper industry; Printing",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",19-22 Chemical industry,S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",23 Manufacture of other non-metallic mineral products,S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",24-30 Metal industry,S1 Total economy,5.824,5.405,5.395,5.365,5.303,4.754
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","29, 30 Manufacture of transport equipment",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,1.319,1.162,1.205,1.182,1.288,1.211
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",F Construction (41-43),S1 Total economy,2.208,2.22,2.365,2.173,1.934,1.947
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",G-T Services (45-98),S1 Total economy,11.531,11.295,11.038,11.262,11.389,10.905
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,1.904,1.826,1.851,1.709,1.754,1.648
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",H Transportation and storage (49-53),S1 Total economy,1.213,1.154,1.153,1.216,1.214,1.299
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",I Accommodation and food service activities (55-56),S1 Total economy,0.549,0.53,0.554,0.558,0.542,0.48
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",J Information and communication (58-63),S1 Total economy,0.247,0.203,0.201,0.213,0.172,0.185
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",K Financial and insurance activities (64-66),S1 Total economy,0.2,0.171,0.171,0.137,0.157,0.149
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,1.334,1.386,1.311,1.363,1.438,1.417
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683 Other real estate activities",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.021,0.03,0.029,0.033,0.033,0.027
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","M Professional, scientific and technical activities (69-75)",S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",N Administrative and support service activities (77-82),S1 Total economy,...,...,...,...,...,...
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",O Public administration and defence; compulsory social security (84),S1 Total economy,0.893,0.91,0.918,0.932,0.969,0.828
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",P Education (85),S1 Total economy,1.374,1.271,1.191,1.17,1.249,1.179
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",Q Human health and social work activities (86-88),S1 Total economy,3.007,2.981,2.867,3.056,3.027,2.837
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)","R, S Other service activities (90-96)",S1 Total economy,0.694,0.702,0.66,0.766,0.746,0.752
SK174 Raahe,"E2 Hours worked, domestic (1 000 000 h)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,0.094,0.131,0.132,0.108,0.087,0.104
SK175 Haapavesi-Siikalatva,"E1 Employment, domestic (1 000 persons)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,1.268,1.177,1.127,1.068,1.122,1.21
SK175 Haapavesi-Siikalatva,"E1 Employment, domestic (1 000 persons)","01 Crop and animal production, hunting and related service activities",S1 Total economy,1.005,0.917,0.876,0.804,0.842,0.934
SK175 Haapavesi-Siikalatva,"E1 Employment, domestic (1 000 persons)","02, 03 Forestry; Fishing",S1 Total economy,0.263,0.26,0.252,0.264,0.28,0.276
SK175 Haapavesi-Siikalatva,"E1 Employment, domestic (1 000 persons)",B-F Secondary production (05-43),S1 Total economy,2.053,2.134,2.154,2.189,2.137,2.09
SK175 Haapavesi-Siikalatva,"E1 Employment, domestic (1 000 persons)",B Mining and quarrying (05-09),S1 Total economy,...,...,...,...,...,...
SK175 Haapavesi-Siikalatva,"E1 Employment, domestic (1 000 persons)",10-12 Food industry etc.,S1 Total economy,0.372,0.337,0.338,0.308,0.325,0.335
SK175 Haapavesi-Siikalatva,"E1 Employment, domestic (1 000 persons)","13-15 Textile, clothing and leather industry",S1 Total economy,...,...,...,...,...,...
SK175 Haapavesi-Siikalatva,"E1 Employment, domestic (1 000 persons)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,0.535,0.626,0.613,0.618,0.664,0.523
SK175 Haapavesi-Siikalatva,"E1 Employment, domestic (1 000 persons)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,...,...,...,...,...,...
SK175 Haapavesi-Siikalatva,"E1 Employment, domestic (1 000 persons)","17, 18 Paper industry; Printing",S1 Total economy,...,...,...,...,...,...
